Country,GDP,HDI,Education_Expenditure,Healthcare_Expenditure,Comparative_Abortion_Index,log_GDP,log_HDI,log_Education_Expenditure,log_Healthcare_Expenditure,log_Comparative_Abortion_Index
Turkey,10851.92010698043,0.81699997,4.32219982147217,4.11690426,7.0,9.292189457042381,0.597186772903302,1.6718867181625972,1.63254961946617,2.0794415416798357
Turkmenistan,6208.296654501595,0.74000001,,5.11721087,7.0,8.733802908368439,0.5538851189735641,,1.81110625244703,2.0794415416798357
Tuvalu,3384.382534167507,0.64300001,,13.52732944,1.0,8.127222187578075,0.49652384514155823,,2.6760316644060334,0.6931471805599453
Uganda,864.1800593676019,0.51700002,2.32152009010315,5.07657671,5.0,6.762937646387975,0.4167347135503107,1.2004225366079977,1.8044414962924815,1.791759469228055
Ukraine,2124.66259765625,0.77399999,5.7425684928894,7.77607775,7.0,7.66183884341744,0.5732368782504091,1.9084409343619688,2.1720295823229283,2.0794415416798357
North Macedonia,4861.556159842234,0.76200002,,6.34227896,7.0,8.489319537441956,0.5664495388647255,,1.993649279449551,2.0794415416798357
USSR,,,,,,,,,,
Egypt,3370.382447160154,0.70599997,3.93084812164307,5.33657265,1.0,8.12307816093773,0.5341514314844931,1.5955110060462965,1.8463380307942272,0.6931471805599453
United Kingdom of Great Britain and Northern Ireland (the),45071.07432348728,0.92400002,5.55358982086182,9.75462151,5.0,10.716018139109453,0.6544063626385251,1.8800129637685128,2.375335570096721,1.791759469228055
"Tanzania, the United Republic of",929.107238769531,0.51999998,4.19486570358276,3.64969945,3.0,6.835299890004428,0.4187103217002902,1.6476707731261429,1.5368025831017693,1.3862943611198906
United States of America (the),56762.72945159889,0.92000002,4.94678020477295,16.48109245,7.0,10.946652834746164,0.6523251964563568,1.7828499310323669,2.8611198654141123,2.0794415416798357
Burkina Faso,632.1266858409437,0.41800001,3.67008996009827,5.13192415,5.0,6.4506705377294224,0.34924743516212187,1.5411783348996095,1.8135085913962086,1.791759469228055
Uruguay,16950.75337624317,0.81099999,4.20636987686157,8.29225731,7.0,9.738126551484777,0.5938791733794652,1.64988285223558,2.229181506087393,2.0794415416798357
Uzbekistan,2753.97105783086,0.70099998,5.49453353881836,4.73596573,7.0,7.921162216207282,0.531216301655935,1.870960829039774,1.746756128732749,2.0794415416798357
Venezuela (Bolivarian Republic of),,0.76700002,,4.34628868,1.0,,0.5692832046561784,,1.676402615510597,0.6931471805599453
Samoa,4048.467056754481,0.71600002,4.61519002914429,5.78755188,3.0,8.30634056051692,0.5399960127207821,1.7254754307422804,1.9150903286930894,1.3862943611198906
Yemen,1488.416267150831,0.477,,4.25285673,1.0,7.3061395551658945,0.39001300354924273,,1.6587720676611823,0.6931471805599453
Serbia and Montenegro,,,,,,,,,,
Zambia,1307.909649160324,0.56199998,4.62433004379272,4.43510246,5.0,7.176949740731938,0.4459670386133968,1.727101837671381,1.692878372281403,1.791759469228055
Tibet,,,,,,,,,,
